,symbol,shortName,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio,address2,industrySymbol
86,CPT,Camden Property Trust,1650.0,8.0,8.0,9.0,7.0,9.0,1682899200.0,1672444800.0,86400,2.0,104.17,104.47,103.6,105.26,104.17,104.47,103.6,105.26,3.82,0.0368,1680134400.0,0.67370003,2.98,0.805418,18.436508,59.39489,265665.0,265665.0,799328.0,673130.0,673130.0,0.0,0.0,800.0,800.0,11357937664.0,97.74,147.72,7.535612,105.5962,115.7293,3.82,0.036670826,14900205568.0,0.40789002,105559157.0,108652000.0,1745616.0,1774315.0,1681430400.0,1684108800.0,0.0164,0.01135,0.99031997,2.44,0.0229,0.0,45.322,2.306496,1672444800.0,1703980800.0,1680220800.0,-0.481,613835008.0,5.67,1.76,2.59,,,9.886,17.1,-0.27438003,0.02542901,1.0,1680134400.0,-14400000.0,104.535,154.0,102.0,126.5,124.5,2.4,18.0,20419000.0,0.191,871356992.0,3755616000.0,0.028,0.035,1507234944.0,75.059,13.903,0.01926,0.1338,905813000.0,768267264.0,762136000.0,-0.494,0.235,0.63318,0.57812,0.18155001,,Suite 2400,
87,CPB,Campbell Soup Company,14700.0,6.0,2.0,3.0,8.0,4.0,1685404800.0,1672444800.0,86400,2.0,50.37,50.53,50.34,50.72,50.37,50.53,50.34,50.72,1.48,0.0294,1688515200.0,0.5461,3.2,0.327586,18.642067,16.038095,1052975.0,1052975.0,2159012.0,2389850.0,2389850.0,0.0,0.0,800.0,800.0,15129527296.0,44.37,57.78,1.6486354,54.089,52.38495,1.48,0.02938257,19729606656.0,0.08859,190080406.0,299476000.0,13415855.0,12615935.0,1681430400.0,1684108800.0,0.0448,0.35950002,0.54849,6.97,0.070300005,0.0,12.037,4.197059,1659225600.0,1690761600.0,1674950400.0,0.094,813000000.0,2.71,3.15,3.08,2:1,858643200.0,2.15,12.06,0.07170212,0.02542901,0.37,1680652800.0,-14400000.0,50.52,61.0,41.0,53.13,54.0,3.3,16.0,158000000.0,0.528,1636000000.0,4800999936.0,0.28,0.773,9176999936.0,133.324,30.641,0.06725,0.23386,2632000000.0,781124992.0,1147000064.0,0.1,0.125,0.30838,0.17827,0.14046,2.8362,,
88,COF,Capital One Financial Corporati,56100.0,6.0,7.0,6.0,6.0,7.0,1682899200.0,1672444800.0,86400,2.0,104.71,103.6,101.65,104.69,104.71,103.6,101.65,104.69,2.4,0.0233,1683849600.0,0.16440001,1.74,1.471147,7.045205,7.258998,1988124.0,1988124.0,3469193.0,4404530.0,4404530.0,0.0,0.0,900.0,1400.0,39272566784.0,83.93,128.61,1.4537319,94.3868,100.69765,2.4,0.022920448,49015771136.0,0.21903,366931045.0,381806016.0,8241194.0,7716187.0,1681430400.0,1684108800.0,0.0216,0.01075,0.90540004,2.61,0.0218,0.0,130.377,0.7889429,1672444800.0,1703980800.0,1680220800.0,-0.6,5613000192.0,14.6,14.17,-1.3,3:1,928281600.0,1.814,,-0.16205186,0.02542901,0.6,1683849600.0,-14400000.0,102.86,162.0,72.0,109.38,109.0,2.7,20.0,48139001856.0,126.082,,53041000448.0,,,27015000064.0,,70.196,0.01306,0.10661,28403000000.0,,16880000000.0,-0.589,-0.185,0.0,0.0,0.27866,7.5734,,
89,CAH,"Cardinal Health, Inc.",46500.0,5.0,1.0,2.0,2.0,1.0,1685404800.0,1672444800.0,86400,2.0,81.33,80.9,80.9,82.33,81.33,80.9,80.9,82.33,2.0,0.024600001,1688083200.0,1.1664,3.58,0.756861,48.12941,12.568356,671461.0,671461.0,2142912.0,1949700.0,1949700.0,80.0,81.78,800.0,800.0,20831371264.0,49.7,87.03,0.10485836,80.1284,75.7449,1.983,0.024382146,21452632064.0,0.00233,253477395.0,254600000.0,5641018.0,5553895.0,1681430400.0,1684108800.0,0.0222,0.0039399997,0.89909,3.0,0.0297,0.0,-8.706,,1656547200.0,1688083200.0,1680220800.0,,463000000.0,1.7,6.51,1.03,3:2,987984000.0,0.108,9.18,0.46725595,0.02542901,0.496,1680220800.0,-14400000.0,81.82,97.0,76.0,87.28,89.0,2.7,14.0,3990000128.0,15.672,2336999936.0,4734000128.0,0.461,1.031,198661996544.0,,748.256,0.02401,,6545000000.0,4952249856.0,4973000192.0,,0.126,0.03356,0.01176,0.00827,4.8019,,
90,KMX,CarMax Inc,30621.0,2.0,9.0,8.0,7.0,6.0,1682899200.0,1703980800.0,86400,2.0,73.96,72.2,70.645,72.94,73.96,72.2,70.645,72.94,,,,0.0,,1.425756,23.045307,20.580925,527586.0,527586.0,2148182.0,1182530.0,1182530.0,0.0,0.0,800.0,800.0,11257801728.0,52.1,106.24,0.3616805,67.5986,70.3001,0.0,0.0,30493321216.0,0.015570001,157356211.0,158092992.0,22097840.0,23072526.0,1681430400.0,1684108800.0,0.1398,0.0032600001,1.1083,14.26,0.1402,0.0,35.508,2.0054636,1677542400.0,1709078400.0,1677542400.0,-0.568,484761984.0,3.09,3.46,4.87,2:1,1174953600.0,0.98,30.499,-0.24883199,0.02542901,,,-14400000.0,71.21,85.0,40.0,69.29,72.0,2.5,14.0,314758016.0,1.991,999800000.0,19115642880.0,0.317,2.601,31126372352.0,340.555,196.01,0.0178,0.089370005,2800203000.0,1868847872.0,1283331968.0,-0.561,-0.24,0.111269996,0.03212,0.02402,1.7645,,
91,CCL,Carnival Corporation,87000.0,7.0,10.0,10.0,1.0,10.0,1685404800.0,1672444800.0,86400,2.0,11.38,11.4,11.0,11.45,11.38,11.4,11.0,11.45,,,1582156800.0,0.0,,2.224841,,13.943038,15234509.0,15234509.0,36944028.0,34106170.0,34106170.0,11.36,11.39,1000.0,21500.0,14350562304.0,6.11,14.2,0.9580454,9.8984,9.6691,0.0,0.0,45367578624.0,-0.32679,1136354239.0,1116009984.0,128935820.0,132664130.0,1681430400.0,1684108800.0,0.099,0.08031,0.53353,3.99,0.14649999,0.0,4.889,2.2530172,1669766400.0,1701302400.0,1677542400.0,,-4895000064.0,-4.09,0.79,0.25,2:1,897868800.0,3.029,-137.895,-0.1551596,0.02542901,0.5,1582156800.0,-14400000.0,11.015,18.0,6.8,11.49,11.0,2.5,16.0,5455000064.0,4.322,-329000000.0,36458000384.0,0.538,0.644,14979000320.0,590.891,12.372,-0.03125,-0.59402,3810000000.0,-1345500032.0,-70000000.0,,1.731,0.36852002,-0.021960001,-0.17571,,3655 N.W. 87th Avenue,
92,CARR,Carrier Global Corporation,52000.0,6.0,7.0,6.0,1.0,4.0,1682899200.0,1672444800.0,86400,2.0,41.75,41.17,40.49,41.5,41.75,41.17,40.49,41.5,0.74,0.018099999,1683158400.0,0.21450001,,1.160413,13.7668915,14.605735,2271802.0,2271802.0,5806619.0,5208410.0,5208410.0,41.39,42.04,1400.0,1400.0,34019649536.0,33.1,49.17,1.6169034,43.1202,42.20695,0.67,0.016047904,40479531008.0,0.12015,833185123.0,834838016.0,20064755.0,12586957.0,1681430400.0,1684108800.0,0.024,0.00103,0.87742996,2.9,0.0272,0.0,9.744,4.1820607,1672444800.0,1703980800.0,1680220800.0,-0.73,2528000000.0,2.96,2.79,1.34,,,1.924,14.055,0.07216227,0.02542901,0.185,1683158400.0,-14400000.0,40.75,54.0,45.0,48.37,48.0,2.4,16.0,3347000064.0,4.009,2880000000.0,9356000256.0,1.166,1.705,21040001024.0,110.487,25.083,0.060349997,0.32507,5473000000.0,1216125056.0,2064999936.0,-0.722,0.133,0.26435,0.13688,0.11611,1.6909,,
93,CTLT,"Catalent, Inc.",19000.0,8.0,9.0,5.0,6.0,8.0,1682899200.0,1672444800.0,86400,2.0,36.42,36.23,36.11,36.79,36.42,36.23,36.11,36.79,,,,0.0,,1.166432,15.969433,19.983606,520261.0,520261.0,4222914.0,4721870.0,4721870.0,0.0,0.0,800.0,800.0,6585891328.0,31.45,115.335,1.3844631,49.365,61.44515,0.0,0.0,11079958528.0,0.08619001,179307089.0,180090000.0,6240093.0,5854873.0,1681430400.0,1684108800.0,0.0346,0.00366,1.05829,0.91,0.0388,0.0,27.291,1.3400022,1656547200.0,1688083200.0,1672444800.0,-0.165,407000000.0,2.29,1.83,6.33,,,2.329,10.064,-0.65141654,0.02542901,,,-14400000.0,36.57,86.0,28.0,47.25,45.0,2.5,12.0,470000000.0,2.61,1100999936.0,4864999936.0,1.234,1.912,4757000192.0,99.043,26.501,0.04098,0.087299995,1640000000.0,-402500000.0,329000000.0,-0.154,-0.056,0.32709998,0.23145,0.14715,1.6693,,
94,CAT,"Caterpillar, Inc.",,,,,,,,,86400,2.0,209.9,209.13,206.0401,210.36,209.9,209.13,206.0401,210.36,,,,,,,15.275147,11.372247,1231707.0,1231707.0,3142155.0,2761730.0,2761730.0,209.91,211.78,800.0,800.0,106635771904.0,160.6,266.04,,217.2034,218.8733,3.6,0.017151024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14400000.0,206.52,300.0,175.0,236.58,237.5,2.7,24.0,,,,,,,,,,,,15565000000.0,,,,,,,,1.4198,,
95,CBOE,"Cboe Global Markets, Inc.",1543.0,3.0,8.0,6.0,5.0,5.0,1682899200.0,1672444800.0,86400,2.0,132.31,131.36,131.43,132.92,132.31,131.36,131.43,132.92,2.0,0.015,1685404800.0,0.7071,1.4,0.495425,47.360714,17.564238,212063.0,212063.0,647544.0,527020.0,527020.0,132.25,132.4,900.0,1000.0,14000167936.0,106.41,140.82,3.5245376,135.5668,126.26965,1.98,0.014964855,15495195648.0,0.075219996,104982191.0,105574000.0,2549419.0,2578029.0,1532995200.0,1535673600.0,0.0228,0.00477,0.84986997,2.87,0.0298,0.0,33.519,3.9562635,1672444800.0,1703980800.0,1680220800.0,0.582,297500000.0,2.8,7.55,3.55,,,3.901,13.621,0.17692578,0.02542901,0.31,1543449600.0,-14400000.0,132.61,171.0,130.0,148.64,147.0,2.5,11.0,515800000.0,4.886,1137600000.0,1888300032.0,0.397,1.067,3972199936.0,53.361,37.429,0.07591,0.0841,1741700000.0,658550016.0,422100000.0,0.598,0.014,0.45189,0.28639,0.24615999,,,
96,CBRE,CBRE Group Inc,115000.0,2.0,3.0,6.0,3.0,1.0,1682899200.0,1672444800.0,86400,2.0,75.05,74.54,73.92,75.0,75.05,74.54,73.92,75.0,,,1674172800.0,0.0,,1.362068,21.384727,12.860486,608752.0,608752.0,1904250.0,2122990.0,2122990.0,73.72,77.34,800.0,800.0,23065288704.0,66.31,89.58,0.74629426,72.8586,76.95825,0.0,0.0,27385434112.0,0.03663,301170906.0,310832000.0,9095085.0,7881452.0,1681430400.0,1684108800.0,0.0293,0.0054400004,0.99039,5.09,0.0352,0.0,25.908,2.8641732,1672444800.0,1703980800.0,1680220800.0,-0.702,1131965056.0,3.47,5.77,1.43,3:1,1149206400.0,0.886,14.319,-0.05704236,0.02542901,,,-14400000.0,74.205,101.0,80.0,88.57,88.0,2.2,7.0,1231325056.0,4.058,1912512000.0,4904791040.0,0.829,1.038,30906427392.0,56.752,97.359,0.03762,0.12862,6622158000.0,1005006016.0,1277837952.0,-0.681,0.011,0.20915002,0.061880004,0.04107,1.4309,Suite 1250,
97,CDW,CDW Corporation,11400.0,1.0,6.0,3.0,5.0,2.0,1682899200.0,1672444800.0,86400,2.0,174.61,172.99,171.28,173.63,174.61,172.99,171.28,173.63,2.36,0.0135,1684886400.0,0.2732,1.06,1.109429,21.52005,16.480806,231199.0,231199.0,921511.0,837310.0,837310.0,171.46,171.52,800.0,800.0,23146973184.0,147.91,215.0,1.0106657,177.655,181.4342,2.18,0.012484967,29701935104.0,0.04778,134482062.0,134787008.0,1585713.0,1516322.0,1681430400.0,1684108800.0,0.0117999995,0.00248,0.9416,1.22,0.0134000005,0.0,11.621,14.777557,1672444800.0,1703980800.0,1680220800.0,-0.08,1094400000.0,7.98,10.42,1.26,,,1.297,14.547,0.019858599,0.02542901,0.59,1684886400.0,-14400000.0,171.73,217.6,174.0,196.45,200.0,2.0,8.0,279400000.0,2.073,2041799936.0,6498800128.0,1.09,1.314,22902700032.0,414.226,169.18,0.08332,0.88903,4686600000.0,1076662528.0,1320499968.0,-0.082,-0.142,0.20399,0.08915,0.07649,,,
98,CE,Celanese Corporation Celanese C,13263.0,3.0,3.0,3.0,8.0,4.0,1685404800.0,1672444800.0,86400,2.0,108.0,106.99,103.23,107.265,108.0,106.99,103.23,107.265,2.8,0.025899999,1682640000.0,0.202,2.14,1.296622,7.58858,7.3465633,767770.0,767770.0,1276128.0,1244200.0,1244200.0,107.87,108.5,800.0,800.0,11276964864.0,86.71,161.37,1.1290513,105.4904,106.9641,2.76,0.025555555,26280083456.0,0.14848,99524525.0,108788000.0,4372315.0,4121223.0,1681430400.0,1684108800.0,0.0402,0.0034599998,0.96913004,3.43,0.045900002,0.0,52.038,1.992006,1672444800.0,1703980800.0,1680220800.0,-0.819,1494000000.0,13.66,14.11,2.78,,,2.631,15.103,-0.30421335,0.02542901,0.7,1682640000.0,-14400000.0,103.66,150.0,100.0,124.07,123.0,2.4,23.0,1167000064.0,10.727,1740000000.0,15228999680.0,0.904,1.674,9987999744.0,248.434,92.062,0.03959,0.27105,2380000000.0,-521500000.0,1407000064.0,-0.819,0.124,0.22687,0.17421,0.122150004,4.0393,Suite 900N,
99,CNC,Centene Corporation,74300.0,5.0,2.0,8.0,1.0,2.0,1682899200.0,1672444800.0,86400,2.0,61.98,61.88,61.34,62.247,61.98,61.88,61.34,62.247,,,,0.0,,0.56228,23.52462,9.283258,1258887.0,1258887.0,3398663.0,2736430.0,2736430.0,0.0,0.0,800.0,800.0,34081300480.0,61.34,98.53,0.24873231,66.1466,76.56995,0.0,0.0,38215806976.0,0.01082,544143133.0,548769024.0,6774890.0,8005516.0,1681430400.0,1684108800.0,0.0123000005,0.0064700004,0.9728,2.28,0.0139999995,0.0,45.389,1.368283,1672444800.0,1703980800.0,1680220800.0,0.331,1483000064.0,2.64,6.69,1.02,2:1,1549497600.0,0.279,6.263,-0.23679352,0.02542901,,,-14400000.0,62.105,110.0,71.0,85.06,83.55,2.0,18.0,17987999744.0,32.779,6102000128.0,21641000960.0,1.01,1.065,137019998208.0,85.925,241.625,0.03461,0.05626,24470000000.0,7306500096.0,9379000320.0,0.417,0.03,0.17438999,0.04453,0.03352,0.8445,7700 Forsyth Boulevard,
100,CNP,"CenterPoint Energy, Inc (Holdin",8986.0,7.0,3.0,6.0,8.0,7.0,1682899200.0,1672444800.0,86400,2.0,28.18,28.23,27.885,28.335,28.18,28.23,27.885,28.335,0.76,0.026800001,1684281600.0,0.5714,3.45,0.883532,22.301588,17.453417,1568112.0,1568112.0,3958912.0,4770900.0,4770900.0,0.0,0.0,4000.0,2200.0,17731915776.0,25.03,33.5,1.8991021,29.636,29.76605,0.72,0.025550036,34518368256.0,0.09114,629306533.0,631028992.0,7510882.0,8586743.0,1681430400.0,1684108800.0,0.0119,0.00174,0.92775,2.36,0.0159,0.0,15.16,1.853562,1672444800.0,1703980800.0,1680220800.0,-0.388,803000000.0,1.26,1.61,-17.67,1000:843,1033430400.0,3.697,12.77,-0.12102306,0.02542901,0.19,1684281600.0,-14400000.0,28.1,35.0,30.0,32.42,32.5,2.1,12.0,675000000.0,1.07,2703000064.0,16519999488.0,0.62,0.997,9336999936.0,159.521,14.827,0.0275,0.083809994,3570000000.0,-2236999936.0,2943000064.0,-0.402,0.006,0.38342,0.28948998,0.1719,2.6131,,
101,CDAY,Ceridian HCM Holding Inc.,8526.0,4.0,9.0,9.0,9.0,9.0,1685404800.0,1672444800.0,86400,2.0,61.7,61.27,60.447,62.08,61.7,61.27,60.447,62.08,,,,0.0,,1.437368,,37.574074,437115.0,437115.0,1284446.0,1344350.0,1344350.0,59.98,61.82,800.0,1400.0,9436737536.0,43.23,79.66,7.130138,64.9698,65.2355,0.0,0.0,10386802688.0,-0.02728,137278261.0,155031008.0,11444315.0,10358194.0,1681430400.0,1684108800.0,0.0738,0.010650001,1.1000199,6.82,0.1201,0.0,14.155,4.300247,1672444800.0,1703980800.0,1680220800.0,,-36100000.0,-0.24,1.62,1.24,,,7.848,88.398,0.14705336,0.02542901,,,-14400000.0,60.87,95.0,65.0,76.5,74.5,2.3,14.0,428600000.0,2.765,117500000.0,1250000000.0,0.096,1.068,1323500032.0,56.968,8.624,0.00419,-0.016649999,555600000.0,142350000.0,138400000.0,,0.264,0.46475,0.08878,0.053489998,,,
102,CF,"CF Industries Holdings, Inc.",2700.0,3.0,1.0,3.0,5.0,2.0,1682899200.0,1672444800.0,86400,2.0,62.01,61.54,60.71,62.58,62.01,61.54,60.71,62.58,1.6,0.0255,1683849600.0,0.1065,2.53,1.0,4.045273,8.300546,960845.0,960845.0,2739082.0,2481980.0,2481980.0,61.0,62.2,900.0,1100.0,11848199168.0,60.44,119.6,1.1469699,70.7678,89.5129,1.6,0.025802292,15314717696.0,0.29264,193884908.0,195000000.0,3673262.0,4638540.0,1681430400.0,1684108800.0,0.0188,0.00417,0.94539,1.4,0.0251,0.0,27.976,2.1718616,1672444800.0,1703980800.0,1680220800.0,-0.366,3023000064.0,15.02,7.32,-0.22,5:1,1434585600.0,1.483,2.733,-0.3507486,0.02542901,0.4,1683849600.0,-14400000.0,60.76,110.0,65.0,89.27,93.0,2.5,19.0,2824999936.0,14.493,5603999744.0,3252000000.0,3.836,4.464,10330000384.0,40.198,51.598,0.21872999,0.47645,5861000000.0,2618125056.0,3411000064.0,-0.323,-0.298,0.48654,0.5425,0.46041,,Suite 400,
103,CRL,Charles River Laboratories Inte,20000.0,5.0,5.0,6.0,8.0,7.0,1682899200.0,1672444800.0,86400,2.0,196.05,194.48,190.46,197.2,196.05,194.48,190.46,197.2,,,,0.0,,1.34166,19.853886,15.84698,160427.0,160427.0,562079.0,608760.0,608760.0,0.0,0.0,800.0,800.0,9806131200.0,181.22,262.0,2.3967056,195.9742,214.23465,0.0,0.0,12951061504.0,0.121309996,50583587.0,51182900.0,1342881.0,1377582.0,1681430400.0,1684108800.0,0.026199998,0.00978,0.99,2.22,0.03,0.0,60.736,3.1544716,1672444800.0,1703980800.0,1680307200.0,0.109,496335008.0,9.65,12.09,2.33,,,3.165,13.253,-0.14645827,0.02542901,,,-14400000.0,191.59,280.0,205.0,249.0,255.0,1.7,12.0,201587008.0,3.939,977238976.0,3168794880.0,1.009,1.476,4091504128.0,100.379,80.342,0.05682,0.17206,1462651000.0,258573248.0,626393024.0,0.11,0.126,0.36745998,0.23884001,0.16414,1.2562,,
104,SCHW,Charles Schwab Corporation (The,36000.0,8.0,7.0,9.0,10.0,10.0,1682899200.0,1672444800.0,86400,2.0,53.84,53.38,52.4706,53.55,53.84,53.38,52.4706,53.55,1.0,0.0186,1683763200.0,0.2432,1.25,0.87931,14.368853,12.58134,4704916.0,4704916.0,29096963.0,13378090.0,13378090.0,0.0,0.0,900.0,900.0,95715901440.0,45.0,86.63,4.5136237,51.884,70.15205,0.89,0.01653046,102428327936.0,0.3482,1487114939.0,1769139968.0,27661766.0,28545538.0,1681430400.0,1684108800.0,0.0152,0.0634,0.86992997,1.34,0.0167,0.0,14.931,3.5222023,1672444800.0,1703980800.0,1680220800.0,0.143,6889999872.0,3.66,4.18,1.62,3:2,959731200.0,4.83,,-0.22610319,0.02542901,0.25,1683763200.0,-14400000.0,52.59,80.0,46.0,66.71,66.0,2.0,16.0,81296998400.0,44.668,,76853002240.0,0.388,0.391,21205999616.0,211.442,11.34,0.01214,0.17488001,20174000000.0,,8780999680.0,0.239,0.095,0.97218,0.0,0.47364,1.6392,,
105,CHTR,"Charter Communications, Inc.",101700.0,7.0,10.0,10.0,7.0,10.0,1685404800.0,1672444800.0,86400,2.0,333.34,333.43,325.73,333.62,333.34,333.43,325.73,333.62,,,,0.0,,1.097466,10.66347,8.411049,421799.0,421799.0,1056417.0,1077500.0,1077500.0,329.19,329.34,800.0,800.0,49405919232.0,297.66,514.21,0.9069466,344.072,364.50354,0.0,0.0,151406739456.0,0.089449994,96481079.0,150575008.0,8938577.0,8636423.0,1681430400.0,1684108800.0,0.0594,0.30200002,0.63413,8.6,0.0872,0.0,62.547,5.245895,1672444800.0,1703980800.0,1680220800.0,-0.151,4872999936.0,30.77,39.01,0.63,,,2.779,7.055,-0.32710242,0.02542901,,,-14400000.0,328.115,606.0,273.0,446.76,425.0,2.6,21.0,534000000.0,3.546,21461000192.0,98263998464.0,0.277,0.332,54475001856.0,761.618,347.663,0.05473,0.39125,24485000000.0,4683125248.0,14600999936.0,-0.036,0.034,0.45087,0.39396,0.23214,0.362,,
106,CVX,Chevron Corporation,43846.0,2.0,4.0,10.0,1.0,6.0,1682899200.0,1672444800.0,86400,2.0,153.12,151.544,151.16,152.4201,153.12,151.544,151.16,152.4201,6.04,0.0392,1684368000.0,0.3116,4.39,1.158339,8.195604,10.37475,2680570.0,2680570.0,7744792.0,8049870.0,8049870.0,0.0,0.0,1000.0,800.0,287573377024.0,132.54,189.68,1.2280854,161.9738,166.85875,5.77,0.037682865,300253675520.0,0.1528,1760635204.0,1894640000.0,15394786.0,16239678.0,1681430400.0,1684108800.0,0.0081,0.00035999998,0.72649,2.32,0.0081,0.0,84.177,1.8031361,1672444800.0,1703980800.0,1680220800.0,0.05,35780001792.0,18.52,14.63,-1.42,2:1,1095033600.0,1.282,5.142,-0.13157892,0.02542901,1.51,1684368000.0,-14400000.0,151.7826,212.0,161.0,188.12,190.0,2.5,25.0,15797999616.0,8.34,58393001984.0,23206000640.0,1.028,1.433,234163994624.0,14.464,121.96,0.10665,0.2337,98886000000.0,30317000704.0,48752001024.0,0.075,-0.056,0.3961,0.24937001,0.18396999,,,
107,CMG,"Chipotle Mexican Grill, Inc.",104958.0,9.0,5.0,4.0,6.0,6.0,1682899200.0,1672444800.0,86400,2.0,2071.28,2070.0,2060.16,2076.25,2071.28,2070.0,2060.16,2076.25,,,,0.0,,1.33603,55.3294,38.554764,92293.0,92293.0,289823.0,281660.0,281660.0,0.0,0.0,1400.0,800.0,56908926976.0,1196.28,2139.88,6.3353972,1873.9377,1632.1241,0.0,0.0,59848122368.0,0.11494,27394780.0,27589800.0,817277.0,707283.0,1681430400.0,1684108800.0,0.0296,0.00563,0.94644,2.24,0.0298,0.0,89.913,22.940842,1672444800.0,1703980800.0,1680220800.0,0.842,1032451008.0,37.28,53.5,1.84,,,6.663,36.168,0.5066923,0.02542901,,,-14400000.0,2062.68,2350.0,1550.0,2083.04,2100.0,1.8,28.0,1062585024.0,38.514,1654723968.0,3771595008.0,1.262,1.411,8982692864.0,151.977,323.744,0.12601,0.44737,3374024000.0,820675392.0,1495313024.0,0.878,0.172,0.40018,0.18421,0.15173,2.0218,Suite 1100,
108,CB,Chubb Limited,34000.0,7.0,7.0,4.0,7.0,6.0,1685404800.0,1672444800.0,86400,2.0,190.1,189.67,186.34,190.01,190.1,189.67,186.34,190.01,3.44,0.018099999,1686787200.0,0.265,1.95,0.65095,14.896249,9.244675,332236.0,332236.0,1715641.0,1723800.0,1723800.0,187.25,190.46,800.0,1000.0,77305577472.0,173.78,231.37,1.7504604,196.9646,203.86604,3.32,0.01746449,91033567232.0,0.11892,411672875.0,414159008.0,2608487.0,1980178.0,1681430400.0,1684108800.0,0.0063,0.00265,0.90318,1.73,0.0063,0.0,127.939,1.4588983,1672444800.0,1703980800.0,1680220800.0,-0.031,5251999744.0,12.53,20.19,0.73,3:1,888883200.0,2.061,12.811,-0.08886117,0.02542901,0.83,1678924800.0,-14400000.0,186.65,270.0,193.0,242.58,246.5,2.1,18.0,5981000192.0,14.441,7105999872.0,18279999488.0,0.175,0.392,44162998272.0,34.499,105.932,0.021340001,0.09576,10626000000.0,-3336250112.0,11050000384.0,-0.004,0.149,0.24502,0.1609,0.15443,3.5913,,
109,CHD,"Church & Dwight Company, Inc.",5250.0,1.0,9.0,9.0,5.0,7.0,1685404800.0,1672444800.0,86400,2.0,91.72,91.93,91.45,92.28,91.72,91.93,91.45,92.28,1.09,0.0119,1683849600.0,0.6347,1.22,0.463054,55.251495,27.46131,428566.0,428566.0,1387879.0,1544070.0,1544070.0,91.55,92.03,800.0,900.0,22538237952.0,70.16,98.33,4.091761,91.877,82.94565,1.06,0.011556911,24790560768.0,0.07492,243640768.0,244264000.0,3114402.0,4006735.0,1681430400.0,1684108800.0,0.0127,0.00183,0.85490996,2.05,0.0145000005,0.0,15.02,6.143142,1672444800.0,1703980800.0,1680220800.0,-0.006,412700000.0,1.67,3.36,3.8,2:1,1472774400.0,4.501,20.384,0.037908792,0.02542901,0.273,1683849600.0,-14400000.0,92.27,111.0,83.0,97.11,96.0,2.8,18.0,202800000.0,0.83,1216199936.0,2589499904.0,0.561,1.185,5508199936.0,70.603,22.649,0.07867,0.116739996,2250000000.0,617774976.0,1005500032.0,-0.012,0.102,0.42110002,0.2208,0.18518,4.1461,500 Charles Ewing Boulevard,
110,CI,The Cigna Group,71300.0,3.0,3.0,7.0,6.0,4.0,1685404800.0,1672444800.0,86400,2.0,242.64,241.84,241.84,246.37,242.64,241.84,241.84,246.37,4.92,0.020299999,1686009600.0,0.21049999,0.6,0.626319,11.265474,8.706592,961955.0,961955.0,1820185.0,1352320.0,1352320.0,241.0,245.25,1000.0,800.0,72695750656.0,240.11,340.11,0.39768353,257.3638,291.47186,4.59,0.018916914,95683436544.0,0.03686,294549682.0,295872000.0,3023701.0,2801604.0,1681430400.0,1684108800.0,0.010199999,0.01544,0.90932,1.7,0.010299999,0.0,150.192,1.635906,1672444800.0,1703980800.0,1680220800.0,0.058,6737999872.0,21.81,28.22,0.89,3:1,1181001600.0,0.523,9.648,-0.08292389,0.02542901,1.23,1678147200.0,-14400000.0,245.7,385.0,284.0,327.0,320.0,2.3,23.0,8743000064.0,29.55,9916999680.0,32541999104.0,0.591,0.714,182797991936.0,72.971,601.605,0.03338,0.15073,22981000000.0,12941249536.0,11653999616.0,0.137,0.064,0.12767,0.054250002,0.043920003,0.9694,,
